id,energy
6592,-90.68053536881452
6593,-96.7177632959082
6594,-67.97640127244475
6595,-55.21856215998152
6596,-84.8650211525908
6597,-90.16903105500398
6598,-76.3683242611651
6599,-97.20156114792961
6600,-84.94651693147242
6601,-66.76195342059304
6602,-77.06231550975961
6603,-74.97049494179706
6604,-84.41372493250309
6605,-90.28817351878541
6606,-79.02590410838125
6607,-90.74528422435279
6608,-83.53310703315115
6609,-69.39143490385925
6610,-84.68969684113205
6611,-84.59419906875674
6612,-83.39543149940195
6613,-83.76495298717313
6614,-90.52641426202487
6615,-90.3956105215074
6616,-90.2901483584127
6617,-74.09134863996954
6618,-58.60118214407039
6619,-84.56196767438212
6620,-76.98627031608943
6621,-69.69221964729151
6622,-78.8554392541528
6623,-75.94915780817607
6624,-90.29305028159672
6625,-90.34029789976927
6626,-66.78126355181712
6627,-72.82421030015405
6628,-75.14601000020177
6629,-76.27305362262796
6630,-76.48444178960037
6631,-69.86557994948146
6632,-83.38768912151285
6633,-63.479213698609044
6634,-83.97523148974496
6635,-91.17555316251358
6636,-55.60105654299241
6637,-64.3109791418647
6638,-75.3331888223255
6639,-74.23891966335245
6640,-69.37971915692816
6641,-73.69350236808748
6642,-90.87884700056047
6643,-80.93718549238918
6644,-83.67345030950457
6645,-97.1180151200912
6646,-73.52390127109814
6647,-42.68765268745284
6648,-75.03142272193001
6649,-71.837815059415
6650,-46.55129024819922
6651,-74.31660238841538
6652,-84.11699034969361
6653,-76.11741429032895
6654,-84.33277068075898
6655,-83.15952242690315
6656,-69.06810285362175
6657,-85.75366486223567
6658,-68.60536900303204
6659,-76.81302987399282
6660,-97.15700807728864
6661,-78.47397751977034
6662,-84.72019149640077
6663,-68.76276526560515
6664,-97.1316820339653
6665,-90.50310643817389
6666,-83.57817461091042
6667,-91.03068393262535
6668,-82.34747664678311
6669,-65.71217481422599
6670,-55.60595916900301
6671,-61.52126982533201
6672,-63.39082563798761
6673,-96.66501331429946
6674,-84.71159197332923
6675,-63.537771747790885
6676,-57.62953007125276
6677,-76.75905109945982
6678,-63.072737555029576
6679,-72.02955708073299
6680,-77.25836618581214
6681,-72.19538073744924
6682,-49.64318040659369
6683,-63.414495288065226
6684,-84.20190889488279
6685,-83.53400983497662
6686,-81.28056396386594
6687,-74.17383497062467
6688,-63.437307132559305
6689,-103.41570233285469
6690,-72.62714037848966
6691,-58.50429197315056
6692,-54.60563960612731
6693,-66.67925469616429
6694,-66.19057149325195
6695,-90.17638066264415
6696,-74.56845698944576
6697,-63.65449549165312
6698,-58.0014806333604
6699,-84.01405552311974
6700,-74.67417630340898
6701,-61.50022233702529
6702,-78.00118662758763
6703,-68.08131186253128
6704,-69.52297712529776
6705,-83.5425786957262
6706,-67.54339606137535
6707,-81.32363992778086
6708,-75.95204408065035
6709,-77.77379810229698
6710,-69.01119767953759
6711,-74.8902554696646
6712,-97.38041615296817
6713,-97.17380673313377
6714,-67.6430069057522
6715,-90.97436944063263
6716,-90.98753029839057
6717,-91.25010329337923
6718,-103.46246392835195
6719,-83.55729522245113
6720,-84.47335393050066
6721,-63.0787625681035
6722,-83.28526872669181
6723,-78.54077604843488
6724,-74.55634464583235
6725,-90.3489809865183
6726,-90.24555445864002
6727,-69.4370451548482
6728,-83.69989450990239
6729,-79.99871301157361
6730,-71.31879996061016
6731,-70.78162390936018
6732,-83.48378007939989
6733,-90.08822436746095
6734,-70.58068648018818
6735,-72.6200783325252
6736,-84.05073890429384
6737,-97.08126839672995
6738,-63.226140512996864
6739,-72.80188706944878
6740,-72.0929876181442
6741,-90.29725554687991
6742,-62.98373932108217
6743,-97.29011129961648
6744,-64.50008780190618
6745,-69.9163481465765
6746,-77.3585635097112
6747,-66.67423875183854
6748,-75.86511024372717
6749,-63.83468203109743
6750,-69.69475944043977
6751,-78.965785927454
6752,-64.7850159520554
6753,-71.58302335668228
6754,-84.83819038129094
6755,-75.78322444466092
6756,-97.36185941733615
6757,-68.44789160831267
6758,-75.13976873830573
6759,-55.518570844224115
6760,-97.18361061038698
6761,-48.52133742346123
6762,-84.10781448759288
6763,-67.25190077558958
6764,-75.17193478399975
6765,-83.02445281890968
6766,-55.63328673913426
6767,-91.23572651585906
6768,-61.18827246030699
6769,-83.41439077009125
6770,-84.88088062238533
6771,-77.58205647109561
6772,-84.64633922219733
6773,-83.07312197188801
6774,-69.71869220098426
6775,-68.15408171778265
6776,-75.90600315737373
6777,-66.79490986265643
6778,-90.4193884325662
6779,-90.33271507671445
6780,-90.58558583598185
6781,-91.36317560720973
6782,-63.04335745313436
6783,-76.24481348003975
6784,-91.17821963347636
6785,-69.581416883516
6786,-96.64990113370602
6787,-90.41744630624632
6788,-90.62930257140519
6789,-83.82862912557283
6790,-77.91380294317032
6791,-58.71946963623628
6792,-74.85715429054693
6793,-74.67039960557685
6794,-83.23545752686994
6795,-83.77629191473112
6796,-97.23833881783035
6797,-68.01378748160388
6798,-67.13462862361462
6799,-62.865739808675116
6800,-72.16407434142145
6801,-75.49994905867925
6802,-80.97601915232578
6803,-71.52881552342438
6804,-77.48244629188521
6805,-56.72894106633993
6806,-84.07200861774012
6807,-72.95272383418694
6808,-69.49216110386624
6809,-54.11758832426929
6810,-75.55104569859662
6811,-74.11928417794995
6812,-103.28681468347642
6813,-65.0154326195555
6814,-54.408007212639575
6815,-91.66870954554551
6816,-55.831515300428016
6817,-91.26668635811689
6818,-97.38018694699758
6819,-97.29271648040127
6820,-97.32708353156198
6821,-73.26403816852188
6822,-78.239548889995
6823,-74.9589427369804
6824,-64.71891832779522
6825,-76.90873977692189
6826,-90.37591953644605
6827,-68.64348150149186
6828,-68.10312677600236
6829,-77.23928662091492
6830,-61.214970697028775
6831,-90.77341611083536
6832,-66.83491171742529
6833,-69.54916603577324
6834,-75.13348556065347
6835,-97.04182963204809
6836,-77.19669912621293
6837,-91.25925025569343
6838,-90.41174447245265
6839,-84.25533780036383
6840,-91.04712832299603
6841,-77.13065714548549
6842,-85.92343720701155
6843,-76.10540798433134
6844,-97.16267542557458
6845,-68.30641362186445
6846,-91.2807260542825
6847,-97.16334878854887
6848,-84.11988943198828
6849,-97.31116794788633
6850,-75.06914962095459
6851,-66.75819541381455
6852,-62.03323257058527
6853,-76.14915757954736
6854,-61.11909603810673
6855,-71.97064184468258
6856,-63.119868079359264
6857,-63.11481259031349
6858,-72.12227596779407
6859,-69.38658707660136
