id,energy
7746,-67.06927940454239
7473,-75.08569775140826
7183,-67.06927940454239
7364,-95.12674361857295
7295,-87.11032527170708
7304,-71.07748857797532
6626,-63.06107023110945
7833,-95.12674361857295
7597,-95.12674361857295
7766,-91.11853444514001
7830,-75.08569775140826
7246,-91.11853444514001
7599,-83.10211609827414
6612,-87.11032527170708
7260,-83.10211609827414
7842,-83.10211609827414
7715,-91.11853444514001
6651,-79.09390692484119
7262,-91.11853444514001
7605,-79.09390692484119
7591,-75.08569775140826
7979,-59.05286105767651
6769,-87.11032527170708
8195,-83.10211609827414
8192,-67.06927940454239
7052,-87.11032527170708
8198,-87.11032527170708
7635,-83.10211609827414
7024,-83.10211609827414
6901,-95.12674361857295
7345,-79.09390692484119
7243,-83.10211609827414
6998,-75.08569775140826
6794,-83.10211609827414
7567,-75.08569775140826
6884,-71.07748857797532
7606,-59.05286105767651
7760,-91.11853444514001
6915,-79.09390692484119
6608,-87.11032527170708
6788,-91.11853444514001
7164,-63.06107023110945
6658,-71.07748857797532
6938,-87.11032527170708
7289,-79.09390692484119
7794,-79.09390692484119
6917,-87.11032527170708
6833,-75.08569775140826
6677,-79.09390692484119
7122,-75.08569775140826
6637,-67.06927940454239
7497,-95.12674361857295
7282,-75.08569775140826
7449,-87.11032527170708
7029,-95.12674361857295
6663,-71.07748857797532
7374,-79.09390692484119
7770,-71.07748857797532
7699,-75.08569775140826
8147,-87.11032527170708
8185,-79.09390692484119
8219,-87.11032527170708
6966,-79.09390692484119
7003,-91.11853444514001
7190,-75.08569775140826
7425,-83.10211609827414
6920,-87.11032527170708
7315,-71.07748857797532
8207,-75.08569775140826
7280,-87.11032527170708
7529,-95.12674361857295
7690,-91.11853444514001
7265,-91.11853444514001
7464,-71.07748857797532
7416,-91.11853444514001
7566,-87.11032527170708
8156,-79.09390692484119
7527,-83.10211609827414
7732,-75.08569775140826
7328,-71.07748857797532
8117,-79.09390692484119
6789,-83.10211609827414
6629,-79.09390692484119
8189,-71.07748857797532
7872,-71.07748857797532
7186,-71.07748857797532
7314,-79.09390692484119
7912,-75.08569775140826
7633,-75.08569775140826
7607,-71.07748857797532
7825,-87.11032527170708
7503,-79.09390692484119
6904,-71.07748857797532
7330,-75.08569775140826
6838,-87.11032527170708
8122,-91.11853444514001
7358,-59.05286105767651
7397,-79.09390692484119
7518,-87.11032527170708
7864,-75.08569775140826
7662,-75.08569775140826
8032,-75.08569775140826
7907,-75.08569775140826
