id,energy
6592,-90.66345543028594
6593,-96.92092635002861
6594,-67.96617512562352
6595,-55.129886296425994
6596,-84.81066360049829
6597,-90.23022688532997
6598,-76.34874401248912
6599,-97.14681799558066
6600,-84.93150547913633
6601,-66.69754491597058
6602,-77.01214212887511
6603,-74.91395036787831
6604,-84.53484725747141
6605,-90.29240189641781
6606,-78.90194523150272
6607,-90.68297941806382
6608,-83.5193410697134
6609,-69.42025467881577
6610,-84.57293874162518
6611,-84.57171436225586
6612,-83.33974958033725
6613,-83.81930100909194
6614,-90.5367405605128
6615,-90.34496538096961
6616,-90.29851013550036
6617,-74.0252170443178
6618,-58.43517983825326
6619,-84.48254854299036
6620,-76.87969137213928
6621,-69.66018732686895
6622,-78.85179431900208
6623,-75.96690294835828
6624,-90.3024115320696
6625,-90.28628383642474
6626,-67.004092423501
6627,-72.75337858630252
6628,-75.1068858348981
6629,-76.17212312867035
6630,-76.54877497443978
6631,-69.67472474627819
6632,-83.2531957137813
6633,-63.42738930586724
6634,-83.95545388726116
6635,-91.24020385968858
6636,-55.538099260197455
6637,-64.30512769779848
6638,-75.29456112363889
6639,-74.22441228549668
6640,-69.362354932445
6641,-73.61006296593143
6642,-90.79225541060306
6643,-80.90047763505821
6644,-83.6580919748039
6645,-97.10205768942104
6646,-73.51549669093738
6647,-42.53619155521666
6648,-74.95003723769149
6649,-71.64790233124573
6650,-46.05849199002263
6651,-74.23749452157703
6652,-84.0732602830128
6653,-76.08214117617537
6654,-84.20289083656168
6655,-83.10920003173443
6656,-69.0476864706841
6657,-85.81329017714644
6658,-68.66051512842122
6659,-76.72366773779625
6660,-97.07603701134128
6661,-78.45649131414258
6662,-84.71210608370143
6663,-68.72973886150767
6664,-97.0972786892279
6665,-90.451353800056
6666,-83.492809388271
6667,-90.96486627444212
6668,-82.3051269641223
6669,-65.6566829798527
6670,-55.58461472588512
6671,-61.442975155800085
6672,-63.337092638717294
6673,-96.92738110013046
6674,-84.5778578712399
6675,-63.58660283911651
6676,-57.45802119168367
6677,-76.89479461794876
6678,-63.045508868413734
6679,-71.9878805103825
6680,-77.28699861813286
6681,-72.11064800142056
6682,-49.73242752716318
6683,-63.41321514103858
6684,-84.18459619048052
6685,-83.54040080998335
6686,-81.2584111374709
6687,-74.09793839573125
6688,-63.42103446340438
6689,-103.3351705878929
6690,-72.537410095659
6691,-58.346284451959676
6692,-54.59359835109548
6693,-66.62101069932658
6694,-66.08649296440441
6695,-90.15171905226045
6696,-74.56686704170126
6697,-63.686670401108145
6698,-57.96492953687961
6699,-83.89196616040006
6700,-74.68757591187176
6701,-61.3692343209852
6702,-77.80028542905417
6703,-68.03667574884439
6704,-69.55632056114648
6705,-83.49590400718354
6706,-67.57386742135012
6707,-81.27625302269196
6708,-76.00015602166363
6709,-77.78586596258255
6710,-68.907752358071
6711,-74.98894780996731
6712,-97.43471615305067
6713,-97.10645321596105
6714,-67.67978212927096
6715,-90.97198627614962
6716,-91.21211403757569
6717,-91.23611798655493
6718,-103.3325784758862
6719,-83.56429753537726
6720,-84.41758658659288
6721,-63.05648239956601
6722,-83.25959679567306
6723,-78.52688839689823
6724,-74.53143249405862
6725,-90.30460753955937
6726,-90.12107884993453
6727,-69.35195191041528
6728,-83.57627360529227
6729,-79.78615505741148
6730,-71.2439063659722
6731,-70.72955070713506
6732,-83.43294253975434
6733,-90.04822906293738
6734,-70.46724965722281
6735,-72.63987144586704
6736,-84.02367058474205
6737,-97.07482603399667
6738,-63.11989112766854
6739,-72.63441015748191
6740,-72.00133082270229
6741,-90.29677464553352
6742,-63.04852394334709
