id,energy
6592,-90.56604919773864
6593,-97.12378047806612
6594,-67.92623835522281
6595,-55.35843974787182
6596,-84.6021781010421
6597,-90.1922364977684
6598,-76.23883224330297
6599,-97.20246237671114
6600,-84.8330210410206
6601,-66.44114514931044
6602,-76.91633993151302
6603,-74.80041309719968
6604,-84.36150431977849
6605,-90.2775689175616
6606,-78.79402021397176
6607,-90.55869687940096
6608,-83.60374193766107
6609,-69.45372180921667
6610,-84.62223691328877
6611,-84.41106835671116
6612,-83.48173878942117
6613,-83.60962596233273
6614,-90.359418806958
6615,-90.2819838844828
6616,-90.2919251954096
6617,-73.99442556899436
6618,-57.93847309995998
6619,-84.34034759011672
6620,-76.93741557175481
6621,-69.87391775367128
6622,-79.09940814909996
6623,-76.12225151055685
6624,-90.1538087384133
6625,-90.23970390132286
6626,-67.26070341625334
6627,-72.62183903371559
6628,-74.9516304725334
6629,-76.20102726542433
6630,-76.4467741835171
6631,-69.4605586121099
6632,-83.2932067275175
6633,-63.5933015254816
6634,-83.91120444191714
6635,-91.33882814405776
6636,-55.66147663077719
6637,-64.03201581289329
6638,-75.43021471565919
6639,-74.20458395364118
6640,-69.51424262067876
6641,-73.54814756330889
6642,-90.80516832206635
6643,-80.80718174048903
6644,-83.74346129226682
6645,-96.92110943208203
6646,-73.47997738014135
6647,-42.45899160747849
6648,-74.94560773762133
6649,-71.40968036600569
6650,-45.46957524775288
6651,-74.0845555575721
6652,-84.0980919078439
6653,-76.14031087426775
6654,-84.42564724430555
6655,-83.15121948089994
6656,-69.08156458648384
6657,-85.65714593890864
6658,-68.65433241392367
6659,-76.59534516440885
6660,-96.89770619362105
6661,-78.47396865071886
6662,-84.69121329552601
6663,-68.88308454754666
6664,-96.85157621539369
6665,-90.53629271394797
6666,-83.46584023025625
6667,-90.86659485649614
6668,-82.42010000897822
6669,-65.47187785332498
6670,-55.530577780976934
6671,-61.5413841733822
6672,-63.39804120137268
6673,-96.87696377383948
6674,-84.55387591214739
6675,-63.579011240404654
6676,-57.51874057552496
6677,-77.00166404504148
6678,-62.85232813695212
6679,-72.03784427109588
6680,-77.40592741427972
6681,-72.30862136381607
6682,-49.45612067906824
6683,-63.50142303187428
6684,-84.35432266794186
6685,-83.47261517175374
6686,-81.31899659019871
6687,-74.0404222464122
6688,-63.42088583093668
6689,-103.25228973343229
6690,-72.19877538847763
6691,-57.84068044867195
6692,-54.40446738252358
6693,-66.38180961192884
6694,-66.37815700562965
6695,-90.13844547920507
6696,-74.48450273486728
6697,-63.71360736201233
6698,-58.04109005910337
6699,-83.97018766431098
6700,-74.41411786495065
6701,-61.20090613818476
6702,-77.78994806933214
6703,-67.84476237592665
6704,-69.6236414643394
6705,-83.57964947320735
6706,-68.00196659692858
6707,-81.23908948074723
6708,-76.11458146084951
6709,-77.67653239264966
6710,-69.323860324353
6711,-74.81330238191026
6712,-97.28760567909742
6713,-97.15267554313311
6714,-67.70639782170171
6715,-90.9469612681045
6716,-91.00932497322684
6717,-91.23513037701937
6718,-103.508159394143
6719,-83.56183375278339
6720,-84.37021183403436
6721,-63.23270867693097
6722,-83.18692588030453
6723,-78.59580801080477
6724,-74.49800868611459
6725,-90.34663817572982
6726,-89.9521670635462
6727,-69.3683660575242
6728,-83.53936979837724
6729,-79.49715797081757
6730,-71.16020943624439
6731,-70.82824933552382
6732,-83.4467814503592
6733,-90.01266898220942
6734,-70.53045011711647
6735,-72.67648666182829
6736,-84.02063841497737
6737,-96.89961539774157
6738,-62.785614848490084
6739,-72.27983605668535
6740,-71.94650223127226
6741,-90.24317931880279
6742,-62.93134653549015
6743,-97.13749487814592
6744,-64.38787850666199
6745,-69.8965857079685
6746,-77.53256484517026
6747,-66.42038139367283
6748,-75.83208164360306
6749,-63.40238995018237
6750,-69.5481188958295
6751,-78.42639019159994
6752,-64.64782971881482
6753,-71.4786912939225
6754,-84.66113399919678
6755,-75.78511892425529
6756,-97.4003689487807
6757,-68.75773115421813
6758,-74.94625257868674
6759,-55.0880548813818
6760,-97.00840224566835
6761,-48.092641381673175
6762,-84.22109172555446
6763,-67.51977963276818
6764,-74.99464131201887
6765,-82.86248856998785
6766,-55.80364953218783
6767,-91.16840312658552
6768,-61.31997462337612
6769,-83.46673485057903
6770,-84.89923496486504
6771,-77.7852066299016
6772,-84.5505184607022
6773,-83.01100324152922
6774,-69.55275442108453
6775,-68.03764462936701
6776,-75.7852630127576
6777,-66.60416916596374
6778,-90.36721014172412
6779,-90.22360991823638
6780,-90.44090519848595
